,Date,Startup,Industry,Location,Investor,Type,Amount
216,09-07-2019,House of Msasaba,Luxury Label,Mumbai,Binny Bansal,Series A,"10,00,000"
217,08-07-2019,Board Infinity,EdTech,Chembur,Multiple Angel Investors,Angel Round,"3,19,605"
218,05-06-2019,NoBroker,E-Commerce,Bengaluru,General Atlantic,Series C,"5,10,00,000"
219,04-06-2019,Bira91,Food and Beverage,New Delhi,Anicut Capital,Debt Funding,"1,00,00,000"
220,03-06-2019,FabHotels,E-Commerce,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,"48,89,975.54"
221,03-06-2019,Avail Finance,Finance,Bengaluru,Matrix Partners,Series A,"90,00,000"
222,04-06-2019,BharatPe,Finance,New Delhi,Insight Partners,Series B,"7,50,00,000"
223,04-06-2019,Recykal,Waste Management Service,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh ",pre-Series A,"2,60,00,000"
224,03-06-2019,Agara Labs,Deep-Tech,Bengaluru,Blume Ventures and RTP Global,pre-Series A,"25,00,000"
225,06-06-2019,Sistema.bio,Agriculture,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,"27,39,034.68"
226,06-06-2019,Chakr Innovation,Energy,New Delhi,IAN Fund,Series A,"2,60,00,000"
227,06-06-2019,Pratilipi,Digital Media,Bengaluru,Qiming Venture Partners ,Series B,"1,51,09,500.00"
228,10-06-2019,Bolo App,Digital Media,Bengaluru ,Nexus Venture Partners,Seed Funding,"4,30,200"
229,10-06-2019,OkCredit,FinTech,Haryana,Tiger Global Management,Series A,"1,55,00,000"
230,06-06-2019,Biz2Credit,FinTech,New York,WestBridge Capital,Series B,"5,20,00,000"
231,08-06-2019,Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,Alteria Capital,Debt Funding,"35,84,000"
232,04-06-2019,Leegality,Services,Mumbai/Bengaluru,Mumbai Angels,Series A,"34,00,000"
233,06-05-2019,Ola Electric ,Transport,Bengaluru,Tata Sons,Series A,
234,06-05-2019,Saahas Zero Waste ,Waste Management Service,Bengaluru,C4D Partners, Venture - Series Unknown,"8,68,600"
235,05-05-2019,StyleDotMe ,E-commerce,Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,undisclosed
236,01-05-2019,BlackBuck ,Transport,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,"15,00,00,000"
237,02-05-2019,Zenoti ,Saas,Hyderabad,Tiger Global Management,Series C,"5,00,00,000"
238,28-05-2019,Ather Energy,Automobile,Bengaluru,Sachin Bansal,Series C,"5,10,00,000"
239,28-05-2019,FreshVnF,Agtech,Mumbai,Equanimity Ventures,Seed Round,"14,00,00,000"
240,30-05-2019,GlowRoad,E-commerce,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,"1,15,00,000"
241,31-05-2019,Bira91,Food and Beverage,New Delhi,Sixth Sense Ventures,Series B,"56,00,000"
242,16-04-2019,Kuvera,Finance,Bengaluru,Eight Roads,Series A,
243,12-04-2019,Medlife,E-commerce,Bengaluru,Prasid Uno Family Trust,Private Equity,"1,70,00,000"
244,10-04-2019,Kabadiwala,E-commerce,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport, ",Private Equity,"4,30,665"
245,13-04-2019,Tripoto,Social Media,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,"35,91,375"
246,12-04-2019,Azah,Health and Wellness,Gurugram,Unnamed angel investors,Seed Funding,"2,00,000"
247,11-04-2019,Setu,Fintech,Bengaluru,Lightspeed India Partners,Seed Funding,"35,00,000"
248,10-04-2019,Toppr,Edtech,Mumbai,Milestone ,Debt and Preference capital,"63,20,820"
249,10-04-2019,Craftsvilla,E-commerce,Mumbai,Supera Pte Ltd,Inhouse Funding,"24,43,495"
250,10-04-2019,Unacademy,Edtech,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,"3,07,000"
251,11-04-2019,CleverTap,SaaS,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"2,60,00,000"
252,19-04-2019,My Healthcare,E-commerce,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,"30,00,000"
253,19-04-2019,KrazyBee,E-commerce,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,"1,43,42,000"
254,17-04-2019,Shuttl,Transportation,Gurugram,New Atlantic Ventures,Venture Round,"50,00,000"
255,17-04-2019,Increff,Technology,Bengaluru,"021 Capita, Binny Bansal",Series A,"30,00,000"
256,01-02-2019,FleetX,AI,Gurgaon,India Quotient and LetsVenture’s Angel Fund,Pre Series A,
257,08-02-2019,Zilingo,Ecommerce,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,"22,60,00,000"
258,13-02-2019,NanoClean Global,Nanotechnology,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,"6,00,000"
259,14-02-2018,OyoRooms,Hospitality,Gurgaon,DiDi Chuxing,Equity,"10,00,00,000"
260,03-01-2019,CarDekho,Automobile,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet’s growth investment arm Capital G and Axis Bank",Series C,
261,04-01-2019,Vyome Therapeutics Inc. ,Health and Wellness,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,"2,20,00,000"
262,04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,"50,00,000"
263,04-12-2018,Manch,Social Media,Delhi, Stellaris Venture Partners ,Seed Funding,"7,00,000"
264,01-12-2018,UrbanClap Technologies Pvt. Ltd,Services Platform,New Delhi,Steadview Capital and Vy Capital.,Series D,
265,02-12-2018, Guiddoo ,Travel Tech,Mumbai,Individual Investors,Pre-Series A ,"8,00,000"
266,02-12-2018,Career Anna ,Online Education,Gurugram,Individual Investors,Pre-Series A ,"5,72,000"
267,04-12-2018,Nagpur Wholesale,Online Marketplace,Nagpur,Omphalos Ventures India LLP,Seed Funding,"1,43,000"
268,06-12-2018,ShopKirana,B2B,Indore," Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,"20,00,000"
269,06-12-2018,BuildSupply,"SaaS, Ecommerce",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,"35,00,000"
270,01-11-2018,GoDesi,Food and Beverage,Bengaluru,Lead Angels Network,Seed/ Angel Funding,
271,03-11-2018,Veritas Finance Ltd.,NBFC,Chennai,"Norwest Venture Partners, CDC Group, the UK’s Development Finance Institution and P Surendra Pai",Series D,"2,77,99,000"
272,06-11-2018,Meesho,Ecommerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,"5,00,00,000"
273,08-11-2018,Mobile Premier League,Gaming,Bengaluru,Undisclosed,Series A,"5,00,000"
274,08-11-2018,A&R Bon Vivants,Food,Jaipur,"RB Investments, Singapore",Equity ,"10,00,000"
275,12-11-2018,Blackbuck,Food Tech,"New York, Bengaluru",Tiger Global,Series A,"10,00,000"
276,12-11-2018,MilkBAsket,Food,New Delhi,Mayfield Fund,Series B,"13,00,000"
277,13-11-2018,DriveU,Transport,Bengaluru,Stevens Creek Ventures,Mezzanine,"10,00,000"
278,14-11-2018,CleanseCar,Services,Bengaluru,Venture Catalysts,Seed/ Angel Funding,"5,00,000"
279,19-11-2018,Automation Anywhere,Automation,California,SoftBank Vision Fund,Series B,"30,00,00,000"
280,20-11-2018,HealthifyMe,Health and Wellness,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000"
281,21-11-2018,Genius Corner,Education,Noida,Individual investors ,Seed Funding,"2,78,000"
282,22-11-2018,Aavishkaar-Intellecap Group,Investment,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000"
283,22-11-2018,Skillbox,Social Network,Gurugram,Individual investors ,Seed Funding,Undisclosed
284,23-11-2018,Signzy,Financial Tech,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000"
285,24-11-2018,Engineer.ai ,Software,India/US,"Lakestar and Jungle Ventures, Softbank’s DeepCore.",Series A,"2,95,00,000"
286,25-11-2018, InCred Finance,Finance,India,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000"
287,25-11-2018, Roposo,Social Media,Delhi,Bertelsmann India Investments ,Series B,"17,00,000"
288,01-10-2018,Northmist,Fashion,Delhi,Prashant Jaiswal,Seed/ Angel Funding,N/A
289,02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed/ Angel Funding,"1,10,00,000"
290,04-10-2018,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000"
291,05-10-2018,Droom,Automobile,Gurgaon,ZigExN,Series E,"30,00,000"
292,11-10-2018,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,"40,00,000"
293,12-10-2018,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000"
294,12-10-2018,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,"1,20,00,000"
295,01-09-2018,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000"
296,03-09-2018,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners’ global fund.,Private Equity,"22,50,00,000"
297,03-09-2018,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,"63,90,000"
298,04-09-2018,3HCare,Healthcare,Delhi,N/A,Seed / Angel Funding,"10,00,000"
299,04-09-2018,HappyGoEasy,Consumer Internet,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A
300,05-09-2018,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,"15,72,00,000"
301,05-09-2018,Mad Street Den,Technology,Chennai,KDDI ,Private Equity,N/A
302,06-09-2018,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000"
303,10-09-2018,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000"
304,11-09-2018,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,"3,20,00,000"
305,11-09-2018,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,"55,00,000"
306,11-09-2018,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000"
307,12-09-2018,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Private Equity,"3,00,00,000"
308,,,,,,,
309,01-08-2018,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed/ Angel Funding,"4,00,000"
310,01-08-2018,HealthFin,Finance,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,N/A
311,02-08-2018,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000"
312,03-08-2018,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,"1,20,000"
313,07-08-2018,My OmNamo,Consumer Internet,Mumbai,N/A,Seed/ Angel Funding,"10,00,000"
314,07-08-2018,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000"
315,07-08-2018,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000"
316,08-08-2018,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000"
317,08-08-2018,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000"
318,08-08-2018,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,"6,60,00,000"
319,09-08-2018,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000"
320,09-08-2018,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000"
321,13-08-2018,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000"
322,13-08-2018,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000"
323,16-08-2018,Enakshi,Consumer Internet,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811"
324,17-08-2018,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000"
325,20-08-2018,Finzy,Finance,Bengaluru,N/A,Seed / Angel Funding,"10,00,000"
326,20-08-2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"48,00,000"
327,22-08-2018,Pi Ventures,Technology,Bengaluru,CDC Group plc ,Private Equity,"60,00,000"
328,22-08-2018,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000"
329,26-08-2018,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Private Equity,"1,34,00,000"
330,26-08-2018,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000"
331,27-08-2018,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000"
332,28-08-2018,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000"
333,30-08-2018,True North,Finance,Mumbai,N/A,Private Equity,"60,00,00,000"
334,01-07-2018,Leena AI,Technology,Gurugram,Y Combinator,Seed/ Angel Funding,N/A
335,02-07-2018,Biryani By Kilo,Consumer Internet,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,"10,00,000"
336,04-07-2018,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000"
337,05/072018,Loan Tap,Consumer Internet,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital ",Private Equity,"62,50,000"
338,06-07-2018,PolicyBazaar,Consumer Internet,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000"
339,09-07-2018,zippserv,Consumer Internet,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,"4,40,000"
340,09-07-2018,Groww,Consumer Internet,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,"11,00,000"
341,10-07-2018,Avenue Growth,Consumer Internet,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,"4,37,000"
342,10-07-2018,iNICU,Healthcare,Delhi,Venture Catalysts,Seed/ Angel Funding,N/A
343,10-07-2018,Kinara Capital,Finance,Bengaluru,ResponsAbility,Private Equity,"50,00,000"
344,10-07-2018,Shop 101,Consumer Internet,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma ",Private Equity,"50,00,000"
345,11-07-2018,Sambandh,Consumer Internet,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000"
346,12-07-2018,19th mile,IT,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,"1,80,000"
347,12-07-2018,5th Vital,Healthcare,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,"5,00,000"
348,13-07-2018,MEngage,Healthcare,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,"1,75,000"
349,17-07-2018,Ofbusiness,Finance,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital ",Private Equity,"2,90,00,000"
350,17-07-2018,Cars24,Consumer Internet,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000"
351,18-07-2018,The Ken,Consumer Internet,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,"15,00,000"
352,19-07-2018,Book My Show,Consumer Internet,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000"
353,20-07-2018,HousingMan,Consumer Internet,Bengaluru,N/A,Seed/ Angel Funding,"15,00,000"
354,21-07-2018,PaySense,Consumer Internet,Mumbai,PayU & Others,Private Equity,"1,80,00,000"
355,23-07-2018,Yulu Bikes,Technology,Bengaluru,N/A,Seed/ Angel Funding,N/A
356,23-07-2018,VTION,Technology,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,"2,80,000"
357,23-07-2018,Log9 Materials,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,"4,36,000"
358,24-07-2018,kidovators,Ed-Tech,Bengaluru,Gray Matters,Seed/ Angel Funding,"1,80,000"
359,24-07-2018,Digit,Consumer Internet,Pune,Fairfax,Private Equity,"4,50,00,000"
360,25-07-2018,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000"
361,25-07-2018,Trell,Consumer Internet,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,"12,50,000"
362,25-07-2018,iqlect,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,"25,00,000"
363,26-07-2018,Entropik,IT,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,"11,00,000"
364,26-07-2018,Bitla Software,Technology,Bengaluru,MakeMyTrip,Private Equity,N/A
365,26-07-2018,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000"
366,30-07-2018,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000"
367,30-07-2018,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000"
368,31-07-2018,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000"
369,31-07-2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,"50,00,000"
370,01-10-2018,Northmist,Fashion,Delhi,Prashant Jaiswal,Seed/ Angel Funding,N/A
371,02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund ",Seed/ Angel Funding,"1,10,00,000"
372,04-10-2018,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000"
373,05-10-2018,Droom,Automobile,Gurgaon,ZigExN,Series E,"30,00,000"
374,11-10-2018,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,"40,00,000"
375,12-10-2018,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,"1,46,80,000"
376,12-10-2018,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,"1,20,00,000"
377,01-09-2018,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000"
378,03-09-2018,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners’ global fund.,Private Equity,"22,50,00,000"
379,03-09-2018,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,"63,90,000"
380,04-09-2018,3HCare,Healthcare,Delhi,N/A,Seed / Angel Funding,"10,00,000"
381,04-09-2018,HappyGoEasy,Consumer Internet,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,N/A
382,05-09-2018,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,"15,72,00,000"
383,05-09-2018,Mad Street Den,Technology,Chennai,KDDI ,Private Equity,N/A
384,06-09-2018,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000"
385,10-09-2018,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000"
386,11-09-2018,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, Ørstead, and Tenaska",Private Equity,"3,20,00,000"
387,11-09-2018,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,"55,00,000"
388,11-09-2018,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000"
389,12-09-2018,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.

",Private Equity,"3,00,00,000"
390,,,,,,,
391,01-08-2018,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners ",Seed/ Angel Funding,"4,00,000"
392,01-08-2018,HealthFin,Finance,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,N/A
393,02-08-2018,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000"
394,03-08-2018,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,"1,20,000"
395,07-08-2018,My OmNamo,Consumer Internet,Mumbai,N/A,Seed/ Angel Funding,"10,00,000"
396,07-08-2018,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000"
397,07-08-2018,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000"
398,08-08-2018,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,"40,00,000"
399,08-08-2018,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000"
400,08-08-2018,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,"6,60,00,000"
401,09-08-2018,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,"30,00,000"
402,09-08-2018,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,"10,00,000"
403,13-08-2018,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,"40,00,000"
404,13-08-2018,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000"
405,16-08-2018,Enakshi,Consumer Internet,Ahemadabad,N/A,Seed/ Angel Funding,"1,14,811"
406,17-08-2018,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000"
407,20-08-2018,Finzy,Finance,Bengaluru,N/A,Seed / Angel Funding,"10,00,000"
408,20-08-2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"48,00,000"
409,22-08-2018,Pi Ventures,Technology,Bengaluru,CDC Group plc ,Private Equity,"60,00,000"
410,22-08-2018,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000"
411,26-08-2018,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network ",Private Equity,"1,34,00,000"
412,26-08-2018,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000"
413,27-08-2018,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000"
414,28-08-2018,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000"
415,30-08-2018,True North,Finance,Mumbai,N/A,Private Equity,"60,00,00,000"
416,01-07-2018,Leena AI,Technology,Gurugram,Y Combinator,Seed/ Angel Funding,N/A
